id,host_id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,name_tokens,description_tokens,neighborhood_overview_tokens
34579286,42295661,Rochor,Central Region,1.31072,103.85421,1,2,1.0,1,2,"[""Shampoo"", ""Private entrance"", ""TV"", ""First aid kit"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Microwave"", ""Free street parking"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Shared patio or balcony"", ""Essentials"", ""Refrigerator"", ""Exterior security cameras on property"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron""]",105.0,92,1125,92,92,1125,1125,92.0,1125.0,46,0,0,2019-06-20,2022-01-07,4.85,4.72,4.87,4.87,4.98,4.89,4.8,2,0.72,luxurious new 1 br near mrt,luxurious 1 bedroom apartment heart city near ferrer park mrt exit f opposite lane 24 hrs mustapha departmental store apartment entire includes fully fitted kitchen washing machinefreeze24 hours running hot watershampoobody wash dental kit provided daily housekeeping fresh bath given dedicated housekeeper site morning 930 till 630 pm except sundaysbr strong wifi cable tv 350 international channels,close lots side walk cafes well food court wet market hawker centershopping mall departmental storeclose mosque well indian temple bus stop corner taxi stand mrt 100 meters walk
34627895,2413412,Outram,Central Region,1.2829,103.84286,3,1,2.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",59.0,92,365,92,92,1125,1125,92.0,1125.0,1,0,0,2019-06-08,2019-06-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.02,kawesome brickwall loftbed rmc chinatown cbd,lockable room fully private airconditionedbr loftbed wardrobe huge desk br basic bedsheet towelbr free wifi 1gbpsbr room within guesthouselike apartment 4 house matesbr access 2 shared bathrooms 2 housemates,apartment peoples park complex chinatown mrt exit cbr right heart town proximity everythingbr 24hours security 24hours food drinksbr access three mrt lines 1 min walk chinatown mrt purple line blue line 5 min walk outram mrt green line br 14 stations away clarke quay outram tiong bahru city hall dhoby gaut somerset raffles place tanjong pagarbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 20 bus lines bus stops right beside apartment buildingbr 510 mins bus cbd beach road orchard road shenton way etcbr 510 mins walk outram clarke quay night entertainment etcbr 1530 mins walk cbd marina bay sands suntec city
34634297,17364350,Serangoon,North-East Region,1.36847,103.87539,1,2,1.0,1,1,"[""Free parking on premises"", ""Hangers"", ""Shampoo"", ""Pool"", ""Pets allowed"", ""Elevator"", ""Gym"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Heating"", ""Dryer"", ""Indoor fireplace"", ""Essentials"", ""Washer"", ""Kitchen"", ""Lockbox"", ""Iron""]",130.0,100,730,92,92,730,730,92.0,730.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,victoria styles design,victoria stlye holiday resort feeling luxurybr exclude utilitybr exclude wifi,
34654117,8948251,Kallang,Central Region,1.3101,103.8621,3,1,3.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",40.0,92,365,92,92,1125,1125,92.0,1125.0,1,0,0,2019-12-14,2019-12-14,4.0,5.0,3.0,5.0,5.0,5.0,3.0,1,0.02,1960s singlebed rman lavender bugis,airconditioned singlebed room wardrobe desk chairbr lockable room fully private sharing strangersbr basic bedsheet towelbr free access wifi 1gbpsbr private room within shared apartment 7 occupants,apartment within lavender neighbourhood horne rd king georges ave penhas rd hamilton rd cavan rd french rd area prewar historical buildings residentialbr access two mrt lines 45 mins walk lavender mrt green line 89 mins walk farrer park mrt purple linebr good location proximity everything 24hours food drinks outletsbr 2 mins walk amenities 24hr food centres supermarket mustafa etcbr 2 mins walk jalan besar public swimming pool olympic size 1entry gymnasium 1entrybr 4 mins walk lavender mrt 13 stations away bugis city hall raffles place promenade dhoby gautbr 4 mins walk major roads bus stops lavender street victoria street jalan besarbr 10 15 mins bus ride cbd areas work boat quay clarke quay night entertainments etc
34675596,8948251,Outram,Central Region,1.28527,103.84211,3,1,2.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Paid parking on premises"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",49.0,92,365,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,highrise loftbed roomni chinatown heritage,lockable room fully private airconditionedbr loftbed wardrobe huge desk br basic bedsheet towelbr free wifi 1gbpsbr room within guesthouselike apartment 4 house matesbr access 2 shared bathrooms 2 housemates,apartment chinatown mrt exit cbr right heart town proximity everythingbr 24hours security 24hours food drinksbr access three mrt lines 1 min walk chinatown mrt purple line blue line 5 min walk outram mrt green line br 14 stations away clarke quay outram tiong bahru city hall dhoby gaut somerset raffles place tanjong pagarbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 20 bus lines bus stops right beside apartment buildingbr 510 mins bus cbd beach road orchard road shenton way etcbr 510 mins walk outram clarke quay night entertainment etcbr 1530 mins walk cbd marina bay sands suntec city
34699073,201775246,Outram,Central Region,1.28446,103.84146,3,1,2.0,1,1,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Private entrance"", ""Paid parking on premises"", ""Oven"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Lock on bedroom door"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",49.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,highrise chinatownd singlebed room,lockable room fully private airconditionedbr loftbed wardrobe huge desk br basic bedsheet towelbr free wifi 1gbpsbr room within guesthouselike apartment 4 house matesbr access 2 shared bathrooms 2 housemates,apartment near chinatown mrt exit cbr right heart town proximity everythingbr 24hours security 24hours food drinksbr access three mrt lines 1 min walk chinatown mrt purple blue lines 5 min walk outram mrt green line br 14 stations away clarke quay outram tiong bahru city hall dhoby gaut somerset raffles place tanjong pagarbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 20 bus lines bus stops right beside apartment buildingbr 510 mins bus cbd beach road orchard road shenton way etcbr 510 mins walk outram clarke quay night entertainment etcbr 1530 mins walk cbd marina bay sands suntec city
34770802,142727817,Downtown Core,Central Region,1.27654,103.84509,3,1,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Gym"", ""Private entrance"", ""Oven"", ""Hangers"", ""Long term stays allowed"", ""Pool"", ""Pets allowed"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Lock on bedroom door"", ""Elevator"", ""Dryer"", ""Washer"", ""Iron""]",110.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,mrt cozy master roompool city,🎈checkin ladies ！！br superb cbd location right tanjong pagar mrtew15green line quiet private br perfect working cbd short term visitbr windows facing corridor little human trafficbr super convenient 300 retail shops downstairs supermarkets starbucks restaurants banks eateries nearbybr free access gym great view swimming pool 36th floor br best single couple short term assignment singapore,
34790062,201775246,Kallang,Central Region,1.31181,103.85895,3,1,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Private entrance"", ""Oven"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""TV with standard cable"", ""Free street parking"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Single level home"", ""Free parking on premises"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",69.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,big windows ensuite3 jalan besarpetain,rooms features includebr fully private nosharing bedroom lockbr private bathroom inside bedroombr doublebed desk chairbr simple bedsheet towel blanketbr unlimited wifi access 1gmbpsbr note 7 housemates stay apartment,apartment within area petain roadkitchener link 5 mins walk farrer park mrt city sq mallbr enjoy convenience city square malls cinemasmovies supermarkets food varieties endless shoppingbr fringe town proximity everythingbr access two mrt lines farrer park mrt purple line 8 mins walk lavender mrt green line br 14 stations away little india dhoby gaut chinatown somerset bras basah clarke quay esplanade orchard city hall raffles place bugis kallangbr 15 mins walk amenities 24hr food centres shopping centre mustafa supermarket etcbr 10 mins bus cbd city area
34804905,256628983,Novena,Central Region,1.3269,103.85245,1,7,2.0,3,5,"[""TV"", ""Free parking on premises"", ""Hangers"", ""Iron"", ""Shampoo"", ""Pool"", ""Elevator"", ""Gym"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Wifi""]",215.0,92,1125,92,92,1125,1125,92.0,1125.0,10,0,0,2019-11-04,2022-09-10,4.2,4.4,3.9,4.6,4.6,4.6,4.3,1,0.17,apartment long term rent,soak exquisite modern feel high ceiling 21bedrm condo located singapores city fringefood street 600m novena medical hub toapayoh town realtor offices transportation hubs locatedtons good food like hainanese chicken rice pork ribs soup fish head hotpot signature food streetcondo comes pool gym well relax tired bodies mind day holiday cableandroid tvfull amenities equipped,located along balestier road famous food street delicacies like hainanese chicken rice fish head hotpot bah kut teh many others balestier city fringe 600m away novena medical hub also toa payoh hub lots real estate deals stuck daily lots malls like novena square velocity united square nearby shopping necessities dining options never far reach condo brand new fully renovated modernly equipped wifi cable tv pool gym amenities appreciate long day holidaying singapore come experience stay us
34819352,73166292,Geylang,Central Region,1.31588,103.90364,1,2,1.0,0,1,"[""Shampoo"", ""Bed linens"", ""Paid parking on premises"", ""Hangers"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Microwave"", ""Host greets you"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen""]",190.0,92,1125,92,92,1125,1125,92.0,1125.0,28,0,0,2019-06-02,2021-08-09,4.86,4.82,4.75,4.89,4.96,4.82,4.89,1,0.43,studio apartment kitchenette,simple yet tasteful decorated studio apartment br ideal budget travellers want amenities service apartment kitchen washing machinedryer sofa area hotel privacy ensuite bathroom,near geylang great food malay cultural zone
34909010,2413412,Geylang,Central Region,1.3147,103.88163,3,1,3.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""TV"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",32.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,aljunied room2 mrt 3min cbd 15 mins,airconditioned lockable room fully private sharing strangerbr singlebed wardrobe study deskbr bedsheet towelbr unlimited wireless internet 1gbpsbr access three bathrooms shared 7 occupantsbr room within guesthouselike residential apartment,apartment along sims avenue 45 mins walk aljunied mrt green linebr right heart aljunied town proximity everythingbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 14 stations away clarke quay outram city hall dhoby gaut somerset raffles place tanjong pagarbr 10 bus lines bus stops acrossopposite apartment buildingbr 1520 mins drive cbd downtown core etc
34909012,8948251,Geylang,Central Region,1.3147,103.88163,3,1,3.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Paid parking on premises"", ""TV"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",49.0,92,1124,92,92,1125,1125,92.0,1125.0,1,0,0,2019-07-12,2019-07-12,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,0.02,1970s singlebed rmn nosharing,lockable room fully private sharing strangerbr airconditioned single bed wardrobe study deskbr bedsheet towelbr access three bathrooms shared 7 occupants within one apartmentbr free 1gbps wifi unlimited,apartment along sims avenue 45 mins walk aljunied mrt green linebr right heart aljunied town proximity everythingbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 14 stations away clarke quay outram city hall dhoby gaut somerset raffles place tanjong pagarbr 10 bus lines bus stops acrossopposite apartment buildingbr 1520 mins drive cbd downtown core etc
34930444,8948251,Kallang,Central Region,1.31006,103.86226,3,1,3.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",49.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1960s queenbed rmnt lavender bugis,airconditioned queenbed room wardrobe desk chairbr lockable room fully private sharing strangersbr basic bedsheet towelbr free access wifi 1gbpsbr private room within shared apartment 7 occupantsbr 3 shared bathrooms,apartment within lavender neighbourhood horne rd king georges ave penhas rd hamilton rd cavan rd french rd area prewar historical buildings residentialbr access two mrt lines 45 mins walk lavender mrt green line 89 mins walk farrer park mrt purple linebr good location proximity everything 24hours food drinks outletsbr 2 mins walk amenities 24hr food centres supermarket mustafa etcbr 2 mins walk jalan besar public swimming pool olympic size 1entry gymnasium 1entrybr 4 mins walk lavender mrt 13 stations away bugis city hall raffles place promenade dhoby gautbr 4 mins walk major roads bus stops lavender street victoria street jalan besarbr 10 15 mins bus ride cbd areas work boat quay clarke quay night entertainments etc
34932388,201775246,Kallang,Central Region,1.31144,103.86032,3,1,3.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Paid parking on premises"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",59.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,24hr selfcheckin queenbed rmb 5min city center,airconditioned doublebedqueensize room wardrobe desk chairbr lockable room fully private sharing strangersbr bedsheet pillow provided free wifi 1gbpsbr room within guesthouse like apartment 7 occupantsbr 3 shared bathrooms cleaned twice week cleaner,apartment within lavender neighbourhood horne rd king georges ave penhas rd hamilton rd cavan rd french rd area prewar historical buildings residentialbr access two mrt lines 45 mins walk lavender mrt green line 89 mins walk farrer park mrt purple linebr good location proximity everything 24hours food drinks outletsbr 2 mins walk amenities 24hr food centres supermarket mustafa etcbr 2 mins walk jalan besar public swimming pool olympic size 1entry gymnasium 1entrybr 4 mins walk lavender mrt 13 stations away bugis city hall raffles place promenade dhoby gautbr 4 mins walk major roads bus stops lavender street victoria street jalan besarbr 10 15 mins bus ride cbd areas work boat quay clarke quay night entertainments etc
34964444,201775246,Geylang,Central Region,1.3147,103.88163,3,1,3.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Oven"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",49.0,92,1125,92,92,1125,1125,92.0,1125.0,1,0,0,2019-07-01,2019-07-01,5.0,5.0,3.0,5.0,5.0,5.0,4.0,1,0.02,selfcheckin singlebed roomcc aljunied near mrt,airconditioned lockable room fully private sharing strangerbr singlebed wardrobe study deskbr bedsheet towelbr unlimited wireless internet 1gbpsbr access three bathrooms shared 7 occupantsbr room within guesthouselike residential apartment,apartment along sims avenue 45 mins walk aljunied mrt green linebr right heart aljunied town proximity everythingbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 14 stations away clarke quay outram city hall dhoby gaut somerset raffles place tanjong pagarbr 10 bus lines bus stops acrossopposite apartment buildingbr 1520 mins drive cbd downtown core etc
35026116,2413412,Outram,Central Region,1.2841,103.84253,3,1,2.0,1,1,"[""Bed linens"", ""Private entrance"", ""Paid parking on premises"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",49.0,92,365,92,92,1125,1125,92.0,1125.0,1,0,0,2019-08-03,2019-08-03,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1,0.02,chinatown doorstep queenbed rm nontourist,rooms features includebr lockable room fully private sharing strangersbr airconditioned control via remotebr queensize bed wardrobe study desk br bedsheet towelbr unlimited wireless internet 1gpbsbr access 2 bathrooms shared 2 others housemates,apartment chinatown mrt exit cbr right heart town proximity everythingbr 24hours security 24hours food drinksbr access three mrt lines 1 min walk chinatown mrt purple line blue line 5 min walk outram mrt green line br 14 stations away clarke quay outram tiong bahru city hall dhoby gaut somerset raffles place tanjong pagarbr 15 mins walk amenities 24hr food centres shopping centre supermarket etcbr 20 bus lines bus stops right beside apartment buildingbr 510 mins bus cbd beach road orchard road shenton way etcbr 510 mins walk outram clarke quay night entertainment etcbr 1530 mins walk cbd marina bay sands suntec city
35030220,34008599,Rochor,Central Region,1.30715,103.84713,1,5,2.0,2,3,"[""Shared pool"", ""Shampoo"", ""Private gym in building"", ""Shared hot tub"", ""Private patio or balcony"", ""Dedicated workspace"", ""Hangers"", ""Smoking allowed"", ""Luggage dropoff allowed"", ""Microwave"", ""Host greets you"", ""BBQ grill"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Essentials"", ""Hair dryer"", ""Free parking on premises"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Elevator"", ""HDTV"", ""Kitchen"", ""Iron""]",198.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2br ensuite 5 minutes mrt tekka food market,2 bedroom 850 sq ft condo little india 4 min walk little india mrt super convenient nel downtown line recently renovated 2022br br 20 min airport 10 min town mrt 10 min marina bay sandsbr br quiet n peaceful environment midfloor breezy fully furnished washer cooker tv king size bed aircon comes decent storage room kitchen balcony drying clothesbr br swimming pool gym bbq pit free carpark social events,
35102472,42295661,Rochor,Central Region,1.30909,103.85459,1,2,1.0,0,2,"[""Shampoo"", ""Private entrance"", ""Private patio or balcony"", ""TV"", ""First aid kit"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Microwave"", ""Free street parking"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Exterior security cameras on property"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron""]",130.0,92,1125,92,92,1125,1125,92.0,1125.0,52,0,0,2019-06-13,2022-11-30,4.85,4.85,4.87,4.94,4.9,4.79,4.44,2,0.81,coveted excellent studio,clean bright studio apt little india central city good free easy family business travelersbr br 23 min walk farrer park mrtbr 5 min walk 24hr mustafa centre city square mall farrer park hospitalbr br temple heritage shop house lots food nearby br elevator access card floor,apartment 23minutes walk farrer park mrt nearby mega shopping mall temples heritage shophouses lots food cafes restaurants nearby within walking distancebr br convenient every angle apartment 5 minutes walk 24hour mustafa shopping centre 6 minutes walk city square shopping mallbr br farrer park two mrt rides dhoby ghaut orchard shopping area two mrt rides get chinatown another 2 rides harbour front entry sentosa singapores favorite tourist place visit many tourist attractions within 6 mrt rides
35181133,201775246,Kallang,Central Region,1.31017,103.86266,3,1,3.0,1,1,"[""Keypad"", ""Free street parking"", ""Hangers"", ""Lock on bedroom door"", ""Pool"", ""Self check-in"", ""Air conditioning"", ""Paid parking off premises"", ""Dryer"", ""Private entrance"", ""Essentials"", ""Washer"", ""Kitchen"", ""Iron"", ""Wifi""]",49.0,92,1125,92,92,1125,1125,92.0,1125.0,1,0,0,2020-02-12,2020-02-12,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1,0.02,23hr selfcheckin loftbed rma 5min city center,lockable room fully private sharing strangersbr airconditioned control via remotebr loftbed wardrobe huge desk br room within shared apartment 56 occupantsbr basic bedsheed towelbr free wifi 1gbps,apartment along lavender street area prewar historical buildings residentialbr access two mrt lines 45 mins walk lavender mrt green line 910 mins walk farrer park mrt purple linebr good location proximity everything 24hours food drinks outletsbr 2 mins walk amenities 24hr food centres supermarket mustafa apheria shopping mallbr 2 mins walk jalan besar public swimming pool olympic size 1entry gymnasium 1entrybr 4 mins walk lavender mrt 13 stations away bugis city hall raffles place promenade dhoby gautbr 4 mins walk major roads bus stops lavender street victoria street jalan besarbr 10 15 mins bus ride cbd areas work boat quay clarke quay night entertainments etc
35185755,238891646,Queenstown,Central Region,1.29702,103.80439,1,6,2.0,3,3,"[""TV"", ""Hangers"", ""Dishes and silverware"", ""BBQ grill"", ""Pool"", ""Gym"", ""Cooking basics"", ""Air conditioning"", ""Dryer"", ""Smoke alarm"", ""Essentials"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Iron"", ""Wifi""]",400.0,92,1125,92,92,1125,1125,92.0,1125.0,1,0,0,2022-05-08,2022-05-08,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2,0.03,spacious 3 bedroom apartment queenstown,apartment located queenstown short 2 minuteswalk queenstown mrt station easy travel west central east singapore,conveniently located near ikea anchorpoint mall queensway shopping centre
35185822,238891646,Queenstown,Central Region,1.30482,103.78462,1,4,2.0,2,2,"[""TV"", ""Hangers"", ""Bed linens"", ""Pool"", ""Elevator"", ""Air conditioning"", ""Dryer"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Iron"", ""Wifi""]",300.0,92,1125,92,92,1125,1125,92.0,1125.0,2,0,0,2019-11-15,2022-03-08,4.5,4.0,4.5,5.0,5.0,4.5,4.5,2,0.03,affordable 2 bedroom apartment bouna vista,2 bedroom 2 bathroom self contained apartment comforts located buona vista west singapore,nested three mrt stations bunoa vista one north dover mrt stations also near star vista mall rochester mall fusionpolis biopolis nuh nus insead essec
35328831,8948251,Kallang,Central Region,1.3109,103.85846,3,1,1.0,1,1,"[""Bed linens"", ""Heating"", ""Private entrance"", ""Oven"", ""Keypad"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Microwave"", ""TV with standard cable"", ""Free street parking"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",69.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,ensuitem3 bathroom heritage apartment,rooms features includebr lockable bedroom fully private sharing strangersbr airconditioned private bathroom br doublebed study table chair cable tvbr simple bedsheet towelbr unlimited wifi 1gbpsbr note 7 housemates stay huge apartment,apartment within area petain roadkitchener link 5 mins walk farrer park mrt city sq mallbr enjoy convenience city square malls cinemasmovies supermarkets food varieties endless shoppingbr fringe town proximity everythingbr access two mrt lines farrer park mrt purple line 8 mins walk lavender mrt green line br 14 stations away little india dhoby gaut chinatown somerset bras basah clarke quay esplanade orchard city hall raffles place bugis kallangbr 15 mins walk amenities 24hr food centres shopping centre mustafa supermarket etcbr 10 mins bus cbd city area
