host_id,host_since,host_location,host_about_tokens,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
148161755,2017-08-29,Singapore,travelling opens new horizon fun knowledge leaves invigorated inspired empowered hope apartments situated along queen street singapores central business district offers great views city short 35 minutes walk takes bras basah bencoolen bugis cityhall mrt station major local attractions esplanade merlion park fort canning national museum marina bay within walking distance surrounded shopping malls dining outlets convenience need singapore place would perfect business leisure travelers apartment kingsized bed kitchenette bathtub shower sharp plasmacluster ionizer eliminates airborne viruses team dedicated experienced service professionals offering 24hour concierge surveillance housekeeping services residents guests naturally assured exceptional support throughout stay,1,100,95,1,Bugis/Kampong Glam,31,31,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,31,25,6,0
291243757,2019-09-03,unknown,jjh group companies,1,100,100,2,Serangoon,4,6,"['email', 'phone', 'work_email']",1,2,unknown,4,0,4,0
291243757,2019-09-03,unknown,jjh group companies,1,100,100,2,Serangoon,4,6,"['email', 'phone', 'work_email']",1,2,Authorised Serviced Apartment,4,0,4,0
47298338,2015-10-24,Singapore,love eat,0,0,0,2,Central Area,1,4,"['email', 'phone']",1,1,unknown,1,0,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,unknown,115,114,1,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
201775246,2018-07-12,Singapore,friendly approachable rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Kallang,50,73,"['email', 'phone']",1,1,unknown,50,1,49,0
239242652,2019-01-27,unknown,,0,0,0,2,Bukit Merah,2,56,"['email', 'phone']",1,1,unknown,2,2,0,0
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,unknown,115,114,1,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
293824596,2019-09-10,Singapore,,0,0,0,2,unknown,1,1,"['email', 'phone', 'work_email']",1,1,unknown,1,0,1,0
45661681,2015-10-03,Singapore,semi retired professional finance sector settled quieter east side enjoy sun sand sea renting dualkey apartments heart financial district also another dualkey duplex shophouse soho another hip apartment city fringe belonging mother lovingly restored beautifully redesigned im quite artistic creative person wanting try new ideas reduce reuse recycle newly coined term upcycle make old things materials new uses aesthetically appealing like old sewing machines base legs dining tables bathroom vanity even old wall redesigned bar counter loads free time hands weekdays 95 show u around lovely country,2,100,0,2,Marina Bay,9,11,"['email', 'phone']",1,1,unknown,9,7,2,0
45661681,2015-10-03,Singapore,semi retired professional finance sector settled quieter east side enjoy sun sand sea renting dualkey apartments heart financial district also another dualkey duplex shophouse soho another hip apartment city fringe belonging mother lovingly restored beautifully redesigned im quite artistic creative person wanting try new ideas reduce reuse recycle newly coined term upcycle make old things materials new uses aesthetically appealing like old sewing machines base legs dining tables bathroom vanity even old wall redesigned bar counter loads free time hands weekdays 95 show u around lovely country,2,100,0,2,Marina Bay,9,11,"['email', 'phone']",1,1,unknown,9,7,2,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
201775246,2018-07-12,Singapore,friendly approachable rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Kallang,50,73,"['email', 'phone']",1,1,unknown,50,1,49,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
20715591,2014-08-30,"Seattle, WA",,1,100,0,2,Riverside,2,2,"['email', 'phone']",1,2,unknown,2,1,1,0
20715591,2014-08-30,"Seattle, WA",,1,100,0,2,Riverside,2,2,"['email', 'phone']",1,2,unknown,2,1,1,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
201775246,2018-07-12,Singapore,friendly approachable rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Kallang,50,73,"['email', 'phone']",1,1,unknown,50,1,49,0
222503871,2018-10-25,Singapore,nestled heart vibrant arab street enclave pan pacific serviced suites beach road singapore enjoy refreshing stay easy access cultural business leisure spots,4,0,80,2,Kallang,3,3,"['email', 'phone', 'work_email']",1,1,M0066,3,3,0,0
222503871,2018-10-25,Singapore,nestled heart vibrant arab street enclave pan pacific serviced suites beach road singapore enjoy refreshing stay easy access cultural business leisure spots,4,0,80,2,Kallang,3,3,"['email', 'phone', 'work_email']",1,1,M0066,3,3,0,0
3951127,2012-10-23,Singapore,hi could talking sue mylene help run portfolio 18 apartments singapore look forward hosting kind regards sue mylene,3,50,0,2,Bukit Timah,2,27,"['email', 'phone']",1,1,Authorised Serviced Apartment,2,1,1,0
129356836,2017-05-08,unknown,,3,50,0,2,Jurong East,2,3,"['email', 'phone']",1,1,unknown,1,0,1,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,Authorised Serviced Apartment,133,132,1,0
263039672,2019-05-20,Singapore,,0,0,0,2,Bishan,1,1,"['email', 'phone']",1,1,unknown,1,1,0,0
287240181,2019-08-19,Singapore,green oasis amidst singapores concrete jungle habyt cantonment formerly hmlet lifestyle retreat youve looking primed work play chic residence features 145 designed rooms plunge pool communal kitchens laundrette coworking spaces canteen honesty bar lounge area walk 2 nearest mrt train station take 10min travelling tourist attractions like orchard mbs sentosa,1,100,98,2,Bukit Merah,5,5,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,5,0,5,0
97878860,2016-10-04,unknown,rent rooms behalf various owners friends singapore dont want hassle,1,100,90,2,Geylang,69,101,"['email', 'phone']",1,1,unknown,69,1,68,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
41383223,2015-08-13,Singapore,love family vacation every year appreciate decent elegant accommodation cherish others home like mine,0,0,100,2,Bukit Timah,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
97878860,2016-10-04,unknown,rent rooms behalf various owners friends singapore dont want hassle,1,100,90,2,Geylang,69,101,"['email', 'phone']",1,1,unknown,69,1,68,0
1563123,2012-01-03,"Berlin, Germany",product designer occasional spin instructor sun sea everything,3,100,0,2,unknown,1,2,"['email', 'phone']",1,1,unknown,1,1,0,0
65982503,2016-04-05,Singapore,,2,100,0,2,Yishun,2,2,"['email', 'phone', 'work_email']",1,1,unknown,2,0,2,0
13468566,2014-03-24,Singapore,andy made personal mission hunt singapore ’ next hawker hero whether breakfast lunch dinner supper find prowling jalans lorongs singapore ’ heartlands selftaught funny man andrew “ knock knock ” door slam shut face secret desire someone write memoir includes every one jokes chronological order,2,94,84,1,Bukit Merah,10,10,"['email', 'phone', 'work_email']",1,1,unknown,10,6,4,0
100179761,2016-10-18,Singapore,editor planner photographer,1,100,100,2,Woodlands,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
226861436,2018-11-21,Singapore,,0,0,0,2,Bugis/Kampong Glam,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
1280862,2011-10-12,Singapore,im single singapore male born breed singapore im publicist entertainment industry ’ based singapore kuala lumpur malaysia currently ’ writing first fictional book based teenage years new york love volunteer works colleagues im simple person neat tidy love music photography reading writing cooking love coffee drinking love family much travelling around world places visited new york city london paris barcelona milan shanghai hongkong bali bangkok manila kuala lumpur many european cities right im working hard hope retire early spend times writing book want settle tioman malaysia lastly want happy good life sincerely dale,2,100,50,2,Queenstown,2,7,"['email', 'phone']",1,1,Authorised Serviced Apartment,2,0,2,0
176867619,2018-03-05,unknown,,0,0,0,2,Bukit Merah,1,1,['phone'],1,1,unknown,1,0,1,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
3989090,2012-10-27,Singapore,always seems impossible ’ done,0,0,0,2,Clementi,3,3,"['email', 'phone', 'work_email']",1,1,unknown,3,0,3,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
310302453,2019-11-17,Singapore,,0,0,0,2,Chinatown,1,2,['phone'],1,1,unknown,1,0,1,0
97878860,2016-10-04,unknown,rent rooms behalf various owners friends singapore dont want hassle,1,100,90,2,Geylang,69,101,"['email', 'phone']",1,1,unknown,69,1,68,0
65960122,2016-04-05,Singapore,passionate dedicated world traveller,0,0,0,2,Central Area,4,4,"['email', 'phone', 'work_email']",1,1,unknown,3,0,3,0
65960122,2016-04-05,Singapore,passionate dedicated world traveller,0,0,0,2,Central Area,4,4,"['email', 'phone', 'work_email']",1,1,unknown,3,0,3,0
311294849,2019-11-22,unknown,,4,0,0,2,Bukit Merah,1,1,['phone'],1,1,unknown,1,1,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
201775246,2018-07-12,Singapore,friendly approachable rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Kallang,50,73,"['email', 'phone']",1,1,unknown,50,1,49,0
1280862,2011-10-12,Singapore,im single singapore male born breed singapore im publicist entertainment industry ’ based singapore kuala lumpur malaysia currently ’ writing first fictional book based teenage years new york love volunteer works colleagues im simple person neat tidy love music photography reading writing cooking love coffee drinking love family much travelling around world places visited new york city london paris barcelona milan shanghai hongkong bali bangkok manila kuala lumpur many european cities right im working hard hope retire early spend times writing book want settle tioman malaysia lastly want happy good life sincerely dale,2,100,50,2,Queenstown,2,7,"['email', 'phone']",1,1,unknown,2,0,2,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,S8702,232,232,0,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
33096269,2015-05-11,Singapore,hi singaporean chinese like travel make friends visitors tourist married lovely wife dionne 2 lovely teenage children lol handful properties generally simple renovated walkup apartment without amenities like pools gym however area clean affordable properties generally walkup apartments thus recommend travelers young kids infants singapore food paradise love eat hesitate introduce good food friends working uber grab drivers would glad offer special rate book us thank look forward receiving guest soon ec,1,100,100,2,Geylang,12,20,"['email', 'phone', 'work_email']",1,1,unknown,10,1,9,0
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
247582320,2019-03-08,Singapore,,0,0,0,2,Geylang,1,1,"['email', 'phone']",1,1,unknown,1,0,0,1
97878860,2016-10-04,unknown,rent rooms behalf various owners friends singapore dont want hassle,1,100,90,2,Geylang,69,101,"['email', 'phone']",1,1,unknown,69,1,68,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
212039019,2018-08-27,Singapore,modern capsule hostel located quaint neighbourhood singapore,0,0,0,2,Bukit Merah,7,8,"['email', 'phone']",1,1,unknown,7,0,0,1
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,unknown,115,114,1,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,unknown,20,11,9,0
97878860,2016-10-04,unknown,rent rooms behalf various owners friends singapore dont want hassle,1,100,90,2,Geylang,69,101,"['email', 'phone']",1,1,unknown,69,1,68,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,unknown,20,11,9,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,unknown,20,11,9,0
11782171,2014-01-30,Singapore,wondering logo ive done interviews vail tv8 posted youtube skilockerscom easily access watch might give better idea rather reading write suppose next best meeting person,1,100,0,2,Bukit Merah,1,2,"['email', 'phone']",1,1,unknown,1,0,1,0
13468566,2014-03-24,Singapore,andy made personal mission hunt singapore ’ next hawker hero whether breakfast lunch dinner supper find prowling jalans lorongs singapore ’ heartlands selftaught funny man andrew “ knock knock ” door slam shut face secret desire someone write memoir includes every one jokes chronological order,2,94,84,1,Bukit Merah,10,10,"['email', 'phone', 'work_email']",1,1,unknown,10,6,4,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,unknown,115,114,1,0
148161755,2017-08-29,Singapore,travelling opens new horizon fun knowledge leaves invigorated inspired empowered hope apartments situated along queen street singapores central business district offers great views city short 35 minutes walk takes bras basah bencoolen bugis cityhall mrt station major local attractions esplanade merlion park fort canning national museum marina bay within walking distance surrounded shopping malls dining outlets convenience need singapore place would perfect business leisure travelers apartment kingsized bed kitchenette bathtub shower sharp plasmacluster ionizer eliminates airborne viruses team dedicated experienced service professionals offering 24hour concierge surveillance housekeeping services residents guests naturally assured exceptional support throughout stay,1,100,95,1,Bugis/Kampong Glam,31,31,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,31,25,6,0
148161755,2017-08-29,Singapore,travelling opens new horizon fun knowledge leaves invigorated inspired empowered hope apartments situated along queen street singapores central business district offers great views city short 35 minutes walk takes bras basah bencoolen bugis cityhall mrt station major local attractions esplanade merlion park fort canning national museum marina bay within walking distance surrounded shopping malls dining outlets convenience need singapore place would perfect business leisure travelers apartment kingsized bed kitchenette bathtub shower sharp plasmacluster ionizer eliminates airborne viruses team dedicated experienced service professionals offering 24hour concierge surveillance housekeeping services residents guests naturally assured exceptional support throughout stay,1,100,95,1,Bugis/Kampong Glam,31,31,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,31,25,6,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,unknown,20,11,9,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
290685432,2019-09-01,Singapore,name aveline love travel,0,0,100,2,Jurong West,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
156409670,2017-10-27,unknown,hi part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation accommodation team also help services airport pickup breakfast pack meet greet service maximum apartments book us enjoy future stay,3,80,22,2,Crows Nest,303,544,"['email', 'phone']",1,1,unknown,133,132,1,0
308226874,2019-11-09,Singapore,,1,100,100,2,Choa Chu Kang,1,1,['phone'],1,1,Authorised Serviced Apartment,1,0,0,1
148161755,2017-08-29,Singapore,travelling opens new horizon fun knowledge leaves invigorated inspired empowered hope apartments situated along queen street singapores central business district offers great views city short 35 minutes walk takes bras basah bencoolen bugis cityhall mrt station major local attractions esplanade merlion park fort canning national museum marina bay within walking distance surrounded shopping malls dining outlets convenience need singapore place would perfect business leisure travelers apartment kingsized bed kitchenette bathtub shower sharp plasmacluster ionizer eliminates airborne viruses team dedicated experienced service professionals offering 24hour concierge surveillance housekeeping services residents guests naturally assured exceptional support throughout stay,1,100,95,1,Bugis/Kampong Glam,31,31,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,31,25,6,0
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
65982503,2016-04-05,Singapore,,2,100,0,2,Yishun,2,2,"['email', 'phone', 'work_email']",1,1,unknown,2,0,2,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,unknown,20,11,9,0
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
18618387,2014-07-22,Singapore,managed hotel managment team,1,100,100,2,Queenstown,28,41,"['email', 'phone', 'work_email']",1,1,S0399,26,0,26,0
18618387,2014-07-22,Singapore,managed hotel managment team,1,100,100,2,Queenstown,28,41,"['email', 'phone', 'work_email']",1,1,S0399,26,0,26,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
18618387,2014-07-22,Singapore,managed hotel managment team,1,100,100,2,Queenstown,28,41,"['email', 'phone', 'work_email']",1,1,S0399,26,0,26,0
1439258,2011-11-24,Singapore,k2 guesthouse designed guests want truly local experience local people experience eating local food local home away home love meeting new people exchanging cultures food language spending time evening work relax glass wine beer weather becomes unbearable read reviews get ask guest book get know heaps great friends across globe also finally airbnb host since 2011 obtained hotel license legally operate singapore short term stays would like take opportunity appreciate faithful long term guests stayed support us years please come back experience new k2 guesthouse south buona vista wed love us k2 guesthouse kay,1,100,99,2,Bukit Merah,51,77,"['email', 'phone']",1,1,S0399,51,0,51,0
